Transaction_ID,Transaction_Date,Transaction_Amount,Category,Customer_Age,Account_Balance,Fraud_Flag
9132b63e-f162-47e4-a9c3-49e03602f8ac,2024-06-13 2:47:58,2762.44,Clothing,42,8350.2,No
366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2024-01-06 18:38:03,4147.88,Savings,25,19716.7,Yes
e27a984d-6548-41d0-bfcd-9eb1a7cad415,2023-10-19 6:28:17,3094.51,Entertainment,68,17840.58,Yes
24933b83-7577-40a9-a491-f0b2ea1fca65,2024-10-24 8:56:34,4309.23,Entertainment,31,19609.04,No
beb79919-3f22-4af8-a3be-d01d43cf2fde,2024-06-21 19:07:32,2888.87,Entertainment,28,11356.9,No
bf3c4c06-4343-48bc-89fa-6a688fb5d27b,2023-07-25 10:42:49,3524.34,Travel,33,8469.5,No
956269f0-e5d7-4875-adad-d6c795a76d79,2024-03-01 19:47:04,233.89,Fitness,64,14950.75,No
ff50bde4-3825-47b8-9cab-cc97663f1c97,2023-09-05 22:06:35,1143.35,Food,56,7821.39,No
7e570ddf-8270-40a8-a369-b584ff5e9ff0,2024-01-16 17:36:51,1450.49,Utilities,34,8205.91,Yes
dc713d96-0c0f-4195-817a-f08a1745d6d8,2023-07-10 1:21:43,403.56,Transport,39,381.6,No
28f49481-a0a0-4dc4-a720-9bdf1c11f735,2023-11-16 15:25:50,1167.79,Food,44,11416.62,Yes
98ae4334-6c12-4ce8-ae34-0454cac5b68c,2023-10-12 21:35:34,509.5,Entertainment,61,7472.87,Yes
988c24c9-61b1-4d22-a280-1c4510435a10,2024-04-07 9:25:27,1393.48,Housing,36,2476.43,No
405cacec-8774-49a9-b7d2-1e02ff01cf99,2024-10-17 5:00:48,3180.24,Clothing,39,8325.08,Yes
f143262f-dc5c-4eed-8da0-365bf89897b9,2023-06-03 5:58:19,1827.34,Travel,26,17286.01,No
1d53434b-b881-49b9-ae27-0da702f06b90,2024-02-08 18:20:40,1854.05,Education,31,1527.85,Yes
c0398710-8976-4334-a281-7efdae849217,2024-08-14 11:39:37,1051.49,Electronics,37,4220.3,No
5715bd6f-a416-4293-84c2-e2e3444ea7c8,2023-12-21 10:36:12,1338.55,Travel,29,6751,Yes
287d06ca-6f4c-469a-8b22-d3081c8eaee9,2023-12-21 20:40:44,4683.59,Utilities,50,19684.7,No
b8db0672-f42d-47cc-80d4-af5974273ca3,2023-03-11 14:30:27,3241.94,Healthcare,43,3828.57,Yes
f8cda88b-436d-46e2-b83c-fe0be037e5ed,2023-04-26 9:33:26,3047.61,Housing,37,5289.9,Yes
81f76d1c-2dbc-4134-830f-f46e8026695f,2025-01-02 7:36:47,859.84,Clothing,67,7491.86,Yes
a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,2024-07-10 23:24:04,3646.99,Transport,69,1585.33,No
81f631d4-a392-41a7-9777-a4774c66e0a8,2023-06-26 18:12:13,821.2,Shopping,37,3056.95,No
5fb8d16c-2720-497d-b2eb-d6899be578c7,2023-04-10 5:47:17,1900.38,Housing,57,7959.04,Yes
f4188f3f-8a14-4e62-a95b-4715c333e861,2024-08-01 13:37:43,4947.67,Education,46,8141.41,Yes
eb2263dd-87c5-421e-ac24-a3c5c754108f,2024-01-27 21:17:39,3201.8,Education,45,11909.83,Yes
7d154385-52fb-443b-9954-6eb400257ad1,2023-11-17 2:07:54,2786.96,Clothing,68,1722.33,No
5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,2024-09-02 7:46:08,3424.65,Education,18,2991.95,Yes
ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,2024-12-03 18:48:00,4215.05,Grocery,29,14209.55,No
3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,2023-04-25 9:24:34,3881.12,Travel,34,18080.46,No
14296c07-f26b-4776-913e-4de2e0c53cb8,2024-11-01 22:36:45,1149.1,Utilities,55,9075.88,No
d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,2023-10-03 23:30:23,165.34,Healthcare,50,14807.61,Yes
885f6e66-c2b6-42c5-ba5d-310011b7e948,2024-08-19 11:21:25,1580.69,Fitness,45,6306.61,Yes
a8e56e0c-20de-435d-a031-d750c40db9b4,2024-12-18 0:17:05,1342.37,Housing,45,16806.18,Yes
2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,2024-05-21 8:11:29,1058.86,Utilities,30,14024.41,Yes
9b49bd26-df57-459a-8715-a10343dac043,2024-07-12 23:29:42,4714.83,Housing,35,7817.87,No
edcd465e-3638-4821-b6e0-7cc06c52c49f,2024-02-14 8:14:22,4382.46,Transport,29,9773.07,No
b09b2a5c-badc-432a-8159-0f538a0f4efb,2024-08-25 7:43:31,1576.82,Savings,65,6153.03,No
66245bfa-4fcc-439a-b683-d2e6337ea2df,2023-12-11 13:39:31,3278.92,Fitness,21,9686.52,Yes
5f987c71-a65e-488e-abf3-ad39fec21bbe,2023-11-01 8:39:19,1981.18,Shopping,64,15097.92,Yes
7394988f-847f-49b4-a64d-1bcb702753a1,2024-08-14 18:11:34,4573.17,Entertainment,69,10198.61,No
1064005c-3985-43cf-bf76-be1d1efa2197,2024-07-15 15:08:55,2296.97,Electronics,55,12169.69,No
8dcdcd03-969b-4662-8562-8059568cc69b,2023-01-23 0:42:53,1328.08,Fitness,40,8226.21,No
01d74256-3860-4ab6-96a4-02f23ae8cc93,2024-12-12 0:11:43,1236.9,Healthcare,33,4044.12,No
0f1259e0-a18f-46b6-b535-106e122c9a56,2023-08-20 17:50:10,2809.03,Grocery,45,11475.91,No
080aadfb-e7c9-4b26-9141-25c63a9bedd4,2024-07-23 21:07:50,1317.39,Entertainment,66,18601.31,Yes
839fbc50-1223-4513-9496-f63cdc1110c1,2025-01-13 17:13:45,2925.01,Fitness,47,1263.26,Yes
7c441fe7-ab42-40a7-874a-493b3ceddf2d,2024-02-17 6:50:29,4489.63,Education,58,3324.52,No
b92da22b-21df-406f-8a0b-3c3336d8393a,2025-01-04 16:44:23,2000.01,Housing,60,12576.79,Yes
93829b43-922f-415a-a1e3-db63ef7ddc76,2024-01-20 20:46:44,1100.51,Travel,48,5271.43,No
7914c120-c8dc-419f-be35-11287900f7f9,2023-03-06 14:47:39,4987.7,Travel,58,4176.83,No
1825bc54-30be-445f-a835-14f2ceb81f9d,2024-12-26 12:06:47,2550.08,Grocery,70,11457,Yes
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,2024-12-14 19:26:41,459.09,Clothing,33,16632.48,Yes
dd2467ac-778e-4db3-a93d-ffbc6c6fa611,2024-11-25 8:57:13,240.35,Healthcare,35,3745.73,No
a748dbcf-ac61-4e63-8dde-29a6baa4b71a,2024-03-28 8:27:09,552.7,Electronics,60,15262.16,No
0f844fef-1931-49ee-a56c-0941fbf24050,2024-01-03 4:59:35,3139.09,Transport,54,16292.7,No
ccf3a171-56dc-4907-ba6c-34ab6712303a,2023-05-27 4:58:29,3961.44,Housing,53,14662.32,Yes
310c0c00-3fa7-4104-9bf9-0e27dc96925e,2024-12-25 11:32:52,2113.69,Education,58,8496.93,Yes
23e2fcb4-72d8-467d-894a-05e430b187ef,2024-03-02 12:41:40,322.32,Electronics,58,2749.63,No
766ecb15-474e-4c19-aef9-12766c006f61,2024-05-31 15:00:24,1911.19,Utilities,41,186.06,Yes
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,2023-08-30 19:33:14,4980.63,Entertainment,29,2497.98,Yes
db20a56e-dc81-4fe7-8eda-8bbb71710434,2023-02-23 6:10:40,2647.93,Food,57,9705.27,No
a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,2023-04-25 15:27:11,4855.54,Fitness,48,8166.79,Yes
03c72ba8-d605-4770-8a63-f881ffd0f9d5,2023-01-30 7:25:00,4304.59,Utilities,32,18342.62,Yes
c0e9ab30-ed26-42e9-97e0-11b7f8102383,2023-12-26 7:49:42,62.35,Fitness,40,15346.41,Yes
680ac07a-2a93-4d62-bc83-5dc0d9441fa5,2024-01-20 1:52:47,3605.01,Travel,43,2300.87,Yes
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,2024-08-09 22:45:53,3410.14,Clothing,67,7870.02,No
2a25a888-0f02-4ad0-a706-7ef466aa9385,2024-07-20 16:30:14,2687.17,Electronics,23,19463.23,No
63f2ae24-fc3d-4348-808d-4127610461e3,2023-11-21 15:16:19,1337.79,Utilities,39,15087.6,No
c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,2023-08-21 15:28:54,3206.6,Grocery,62,1900.49,No
b253d218-6c4a-47ea-8906-17f2747b6dba,2024-11-23 12:04:16,562.2,Education,29,16527.36,No
c88a618e-fed4-457d-bb02-6576f512c4c3,2024-05-23 20:35:54,2176.65,Shopping,42,17258.95,No
7c967f79-b7e9-4aca-a970-65e18e46d534,2024-06-22 10:58:56,2271.35,Savings,43,4949.97,No
37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,2023-10-20 16:06:55,4769.31,Housing,41,19924.29,No
bc594585-9445-48c0-8ef8-c2d6f7fd5646,2024-06-16 8:15:28,4379.89,Shopping,70,13066.55,No
504867ba-bf7b-439b-8f9a-ea4b8acd4e10,2023-08-22 9:29:32,1320.63,Education,39,16753.41,Yes
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,2023-02-16 0:22:13,2505.43,Utilities,54,7320.13,No
87f7e1fb-da4b-49ca-ab5c-f46780bacd64,2023-10-26 6:19:53,897.37,Entertainment,22,6983.38,Yes
82010c62-f5f5-4b22-8e8f-a8e0284d82e5,2023-12-17 17:41:01,4563.58,Grocery,35,16264.85,No
118a9d29-2f92-4996-99f1-95d014822f53,2023-02-24 13:08:22,4353.24,Food,49,188.18,Yes
dca02eec-acda-4acc-9165-e21098543881,2025-01-14 20:49:19,1495.73,Shopping,66,15783.52,No
f10c718b-1eb0-438a-a75d-d5af3c365296,2025-01-05 16:54:54,3196.55,Travel,42,3558.16,No
94340a03-3f07-4814-91d6-3f78e3e9de99,2023-05-28 18:53:22,3046.81,Utilities,28,340.21,No
14fcdd54-9e8f-4965-8a2c-827e98326856,2024-11-18 9:57:49,768.43,Housing,41,3852.41,Yes
90b2b633-956b-4c0c-a849-9b926b5252e3,2023-03-07 10:53:08,3813.74,Shopping,68,8401.86,Yes
42c18a62-ef48-48d5-90fd-9d3f85d51695,2025-01-16 5:07:32,2699.2,Food,33,4201.09,No
506e5a9a-b758-488d-ab73-295b344a54b8,2024-07-30 7:54:14,3894.24,Savings,58,14764.46,Yes
21813d25-6552-48a6-83ff-50113d1a85dd,2024-06-23 4:49:11,2654.12,Healthcare,50,9857.61,Yes
750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,2025-01-03 1:49:22,7.86,Utilities,21,7536.9,Yes
ef8c485b-c07a-40f2-add4-253b50f0fd0a,2023-03-11 4:37:08,1624.16,Transport,57,12444.8,Yes
9f044aed-7552-4327-8262-7f7312922f83,2024-03-02 17:52:15,102.29,Utilities,44,5857.69,No
19985f15-ff00-4d4d-9020-59e4ff9ab5c2,2023-12-30 17:15:54,4645.85,Healthcare,44,15350.39,Yes
8181a8cc-3691-47eb-89a2-688b12c136e0,2023-06-30 10:33:50,4394.22,Housing,37,10464.66,Yes
5958a499-eeea-463e-a1e8-ac6843e42caf,2023-05-19 23:02:37,4159.17,Food,24,16027.71,Yes
3e896c64-e117-4ac3-919c-4ea3e1805081,2024-12-14 19:42:31,1541.03,Savings,35,137.16,No
702cdd20-2862-48b8-88f4-ef125e9953d2,2024-03-14 9:44:15,294.34,Healthcare,48,6029.58,Yes
4d71c366-b41b-4143-8b10-550cd5704f32,2024-10-19 0:09:06,4390.66,Food,68,267.16,Yes
ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,2023-10-06 22:35:27,4735.01,Electronics,41,19489.42,Yes
aaf91531-0200-41f0-8768-a84fa76afde6,2024-08-22 15:15:21,432.84,Healthcare,32,803.16,Yes
ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,2023-11-26 0:16:54,2432.52,Electronics,33,17117.39,Yes
e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,2023-10-02 3:06:02,350.72,Travel,43,3271.01,Yes
e3c43657-1d8c-4bac-83b4-09ef2260e70f,2024-12-07 22:55:03,3804.21,Education,55,4144.46,Yes
27cb6f2a-8da0-4097-be0f-051b1b66b5a9,2024-03-29 2:37:57,3830.34,Food,62,4438.23,Yes
35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,2024-05-20 15:40:29,646.32,Grocery,41,2636.47,Yes
afffcfd2-341e-440b-97c7-00aab7b56ea7,2023-03-10 12:36:30,2379.04,Grocery,28,15363.09,No
81627cf1-4394-42e6-9a58-7e8aa25d6b29,2024-06-01 9:36:02,2751.27,Healthcare,36,3564.88,Yes
e87d1c78-e7c4-41c7-8049-7b717d106c60,2025-01-01 19:32:57,1328.96,Healthcare,46,8945.34,No
a2607723-17a0-4f49-8d01-280fd89a40c0,2024-11-07 11:12:01,4362.8,Electronics,67,17310.98,Yes
0b49452d-46d4-43f3-9450-281c6c6f7633,2024-08-05 1:09:15,2118.57,Food,35,19740.47,Yes
217d65a0-c568-41cd-9563-f61600e85ece,2024-05-08 11:22:19,1062.93,Savings,66,4219.67,No
295d6fbf-430f-401d-bad4-09e2a319dcb4,2023-03-05 8:08:18,2698.78,Fitness,43,15896.68,No
b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,2023-10-20 3:23:05,3651.01,Food,45,2633.76,No
1ca3c448-0279-46a6-8f97-97b06d7ce3c9,2024-09-14 7:28:33,1009.75,Fitness,64,14520.09,No
b0e6a969-e213-42b0-b1ee-dba313432e61,2024-10-16 12:53:50,1562.02,Grocery,38,15762.23,Yes
093923de-8bab-4e3b-a628-6bfbe767dcea,2024-05-22 21:50:29,4975.77,Travel,60,16797.15,No
8d7248e2-951f-48d0-9e84-f058d5a804eb,2023-07-24 0:47:55,3251.14,Savings,32,1709.19,No
0ab54bde-20a0-4502-ae06-809725e97977,2024-02-23 10:32:32,2193.31,Electronics,39,11180.11,Yes
eededb07-e623-4689-9d59-cd2a4eea04e7,2023-02-01 22:52:57,2590.29,Travel,31,13840.99,Yes
0a368ce7-dc57-4131-b8e1-daa7cbceabde,2023-10-18 10:52:49,609.42,Travel,53,3109.81,No
ae9bec36-35c7-436c-9b99-62c6e61fecc0,2024-06-26 8:31:59,1127.36,Entertainment,55,19310.3,No
5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,2023-07-12 16:56:51,1693.74,Travel,62,16712.61,No
dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,2023-08-18 4:55:14,2943.6,Grocery,62,10846.85,No
bfddc3d9-9ee3-4c2a-b94d-62046808593f,2023-12-13 4:38:53,1154.42,Fitness,62,13765.97,No
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,2023-10-05 17:07:02,1104.99,Electronics,44,8642.42,Yes
ccc56569-f9e8-4369-a999-b735dd56cc94,2023-02-12 5:48:23,359.61,Clothing,26,16503.13,No
698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,2024-09-09 1:39:13,3157.36,Housing,66,14101.02,Yes
ecab3301-bc8f-4d29-adea-94930658663a,2024-12-25 7:51:41,1148.56,Clothing,58,11695.56,No
696608aa-ee49-4329-884a-7b28550a1b46,2023-06-27 5:05:13,4527.57,Transport,67,10160.96,No
bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,2023-05-19 0:16:01,4298.88,Food,54,19700.87,Yes
28c13091-444d-410b-bf87-e362cf8d446a,2023-09-05 11:51:09,358.93,Utilities,53,19335.01,No
61ee411a-1bac-47a7-b386-f7a4c991603f,2024-07-25 23:40:12,1193.83,Food,39,13260.2,Yes
787f2425-dbcc-4477-89e9-db0adf465290,2023-02-08 16:24:43,3346.54,Savings,65,11287.42,Yes
eb1fa9f2-d10b-41d0-b317-347038f16a81,2024-11-13 5:58:34,1075.11,Grocery,33,4077.43,Yes
d20eac17-4e20-4d1a-9983-36e375d66ed4,2024-11-14 10:58:08,665.9,Entertainment,27,13023.81,No
39118497-3a43-42ba-9f0f-06cbcb9bc326,2025-01-13 10:03:02,4677.89,Grocery,36,13326.05,No
6601ddd0-3170-4437-a8f7-ef5a060edf5b,2023-06-30 15:43:59,2857.36,Grocery,30,1375.09,Yes
11c58ef0-dd46-4c09-8752-87aa5408f9ac,2023-02-10 5:07:34,2365.99,Entertainment,63,2149.2,No
59e4b671-4774-4c58-85f8-bc16f7860b50,2024-01-24 23:37:24,3924.17,Fitness,66,13151.64,Yes
adf4e62d-6651-429e-8268-690ba43825b5,2023-01-29 2:12:28,4038.45,Fitness,42,3355.23,Yes
54c63cd8-8945-4f27-97fa-2d8dfb2ca025,2024-07-19 16:16:08,956.1,Entertainment,49,15265.96,No
e08596db-1d87-4966-8710-d430f071d879,2023-07-15 17:24:02,489.17,Transport,55,9385.99,No
94a1875d-2db6-4edb-82de-ffccf86c2ca2,2023-02-23 20:58:54,2158.1,Education,27,15923.86,Yes
09cb3942-43f5-4a85-bbc9-f87af668a617,2024-03-26 11:34:57,2120.78,Fitness,37,697.4,Yes
587ef344-6f3f-420c-98b8-e4cc1bc044fc,2024-02-13 23:13:39,2337.79,Fitness,24,18791.21,No
6fb78271-504d-481f-8953-5b63ba81edd9,2024-10-05 20:16:25,3646.73,Transport,39,12787.2,Yes
1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,2024-07-05 20:18:53,3368.46,Food,48,8535.59,Yes
30a900ad-939b-462d-a645-f129629c2ae3,2023-10-10 17:43:59,4920.91,Travel,23,7925.55,No
6fa17735-b572-43d0-8b5c-ea6a41357e8c,2024-06-03 15:43:30,496.6,Electronics,28,7906.43,No
ce777f00-ecf2-4e76-8519-7ff4006ed6e3,2023-08-21 21:34:21,2016.09,Grocery,59,14428.84,No
f0b5156b-b82c-4074-afd5-dea589d7fd6c,2024-08-22 16:31:07,1699.82,Food,47,12371.86,No
3270e4fa-abae-4f43-bcae-8081bdf070aa,2024-06-01 14:42:57,4309.05,Utilities,59,9655.21,Yes
f2e9702d-11e9-4daa-ae69-81a35d3d9e56,2023-06-14 2:26:20,1247.04,Transport,62,10191.65,Yes
9f871ce7-5487-4d4f-abb7-a385aa0b7b14,2023-07-21 4:34:54,955.09,Fitness,44,13035.88,No
1fe771d6-d917-4793-a9d3-c2e6505cc686,2024-11-26 9:18:19,2245.82,Housing,30,3251.47,No
81d2c7de-4ce1-4b90-a669-7833b841d0a0,2025-01-06 1:26:45,2112.3,Healthcare,65,19037.97,No
5380b904-688c-4015-aab9-7e494f2d4796,2024-05-28 22:03:46,1396.33,Fitness,58,6594.75,No
8dedf9fb-4bb0-4f20-b27c-40266703b636,2023-09-18 20:52:17,1252.78,Shopping,53,10356.89,Yes
aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,2024-09-03 6:58:38,4616.71,Electronics,32,6792.12,Yes
bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,2024-02-27 8:00:04,2218.44,Savings,38,3930.64,No
91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,2024-04-30 21:54:05,4307.44,Grocery,35,19545.84,No
d56f0350-8c45-4ce2-a7f4-8ad54d0b0d1a,2024-03-04 23:37:45,2753.87,Food,31,9877.58,No
35ce8841-4973-4d6c-8dca-bfb7001a9a8b,2023-07-07 4:01:54,257.69,Utilities,60,1080.04,Yes
9b4e2c24-9479-41e6-8927-7d9b6e0d2648,2024-09-01 17:40:36,4996.42,Fitness,36,3543.35,Yes
7118e364-7709-4749-927e-ecfaa79ac9aa,2024-01-22 5:59:24,4180.96,Electronics,44,13314.02,Yes
82dc4c8e-36b5-429a-acf5-e81e71316269,2025-01-17 19:42:42,4845.14,Fitness,53,5633.78,Yes
f5b78cc7-e6b3-4944-8b32-3e357922bac2,2024-06-02 10:34:19,4632.2,Utilities,39,19864.17,Yes
a8aa7158-2b70-4525-bc67-f831cbc84759,2024-09-13 6:55:03,4244.24,Grocery,50,16668.8,No
a9f25336-83f4-49a9-88a6-39d015b52908,2023-12-07 17:18:03,835.72,Entertainment,65,9862.3,No
17e8392a-55ce-45db-9e87-e04ca2086977,2024-09-02 15:12:38,2430.78,Savings,45,4452.28,No
3c20592f-c04a-46c4-b3b6-3fe1d1843324,2023-07-23 22:01:03,1072.67,Grocery,33,12695.54,Yes
ce7ae7f6-3982-4cff-8f77-a665ac3c5640,2024-02-14 16:47:13,2008.2,Utilities,60,4038.91,No
0bd4a990-0640-4e0f-a5b8-fd4b32fa2de8,2024-04-22 3:52:34,297.88,Housing,54,14871.09,No
9c7c7377-79a2-4903-bbe3-3b243eae0032,2023-10-03 7:06:53,1897.97,Food,19,13236.99,No
74962764-12a4-4ef0-84bb-b7a9d98868dd,2024-05-26 9:02:41,4926.62,Electronics,44,3190.48,Yes
935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,2023-12-11 15:09:22,1329.69,Education,68,5093.58,Yes
624c69b6-b244-45a7-b7e5-848131c681ec,2023-03-01 0:41:59,3921.43,Education,24,6924.7,No
25c73c44-3e75-43b4-a64f-a6637e8f8095,2024-02-25 18:04:54,2277.77,Fitness,43,16923.94,Yes
e4855aa1-016b-4287-b008-05cca7f36ae9,2024-05-10 5:59:58,2117.92,Electronics,64,9019.45,No
e2add909-c521-4f2d-9c45-d539c03f3538,2024-09-04 12:45:59,4786.8,Electronics,52,13804.39,Yes
3805f907-6cd6-4193-8746-8f591b494e15,2024-11-28 12:34:14,4977.14,Food,27,8349.56,Yes
b227462c-f53d-4330-8dda-24ba2d06e8cf,2024-02-06 6:41:24,2781.06,Transport,36,16626.3,No
8eb22579-0cdb-4ca4-b6ec-bdd68498e113,2024-05-22 23:23:50,3593.45,Shopping,54,11682.74,No
1f115b76-d92c-4227-aadf-50853fcb7546,2024-07-30 2:35:39,778.21,Fitness,48,6911.84,No
76f2dbfe-cd29-436f-a222-82e174daaebf,2023-06-16 6:00:01,1487.06,Clothing,55,16284.5,Yes
8f15ba58-fce6-4504-87f8-424daae65fc1,2024-07-29 7:52:03,4843.7,Housing,58,16583.83,No
c1581092-f335-4ba3-913a-7052986f9025,2024-06-17 20:21:43,2898.01,Entertainment,33,14658.47,No
d0a44432-9cd6-4852-b14c-7df4e4347d51,2024-09-06 9:06:08,2713.27,Grocery,57,1184.84,No
6d3ee1dc-8139-4443-a45b-712eb8225688,2023-11-25 17:42:50,3741.14,Healthcare,56,8115.89,No
722764e6-8c41-461b-a827-a1b9d4a02e53,2023-10-12 13:42:31,290.54,Transport,66,9150.02,Yes
dc8aee30-be60-43f7-a8be-9288e5af6e39,2023-09-05 2:25:56,2922.97,Entertainment,66,1325.59,Yes
c074718e-425a-409f-b337-c59979844388,2025-01-15 1:36:40,2516.74,Travel,52,15814.76,Yes
46fde062-a33d-47af-9701-410d3f4b1a70,2024-02-04 15:32:12,4264.34,Food,68,2603.45,No
7c0e8cd8-8573-4793-8715-b2b9c40c5d91,2023-12-29 15:29:35,791.38,Healthcare,60,17176.66,Yes
709b7d97-464c-44af-bd3f-3799a07295e9,2023-08-03 18:56:18,4804.09,Savings,22,8020.54,Yes
3c07c574-4925-4af1-b6aa-e05b13d5f2f7,2023-12-08 8:22:01,405.16,Shopping,44,3120.08,Yes
e49d681d-51d8-4c64-95fa-1ab8458f1f19,2024-08-23 4:03:57,933.2,Grocery,24,16999.38,Yes
269cd696-236c-4b87-94a0-bccb8a476a87,2023-03-08 8:29:08,2977.2,Housing,40,12489.45,No
